index,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,camera,image_path
6,0.7009,0.6013,0.1073,-0.0827,0.1595,-0.8543,40.16,34.45,6.15,-4.74,9.14,-48.95,cam3,images/cam3/000006.png
7,1.2378,0.2791,0.8175,0.0705,1.2317,-0.8957,70.92,15.99,46.84,4.04,70.57,-51.32,cam0,images/cam0/000007.png
7,1.2378,0.2791,0.8175,0.0705,1.2317,-0.8957,70.92,15.99,46.84,4.04,70.57,-51.32,cam3,images/cam3/000007.png
8,0.7868,-1.0276,0.4479,0.4571,0.4632,-0.4095,45.08,-58.88,25.66,26.19,26.54,-23.46,cam0,images/cam0/000008.png
8,0.7868,-1.0276,0.4479,0.4571,0.4632,-0.4095,45.08,-58.88,25.66,26.19,26.54,-23.46,cam3,images/cam3/000008.png
9,0.592,-0.3697,0.2316,0.3175,-0.0567,1.0462,33.92,-21.18,13.27,18.19,-3.25,59.94,cam0,images/cam0/000009.png
9,0.592,-0.3697,0.2316,0.3175,-0.0567,1.0462,33.92,-21.18,13.27,18.19,-3.25,59.94,cam3,images/cam3/000009.png
10,1.3175,0.8652,-1.3575,-1.273,0.5782,0.6487,75.49,49.57,-77.78,-72.94,33.13,37.17,cam0,images/cam0/000010.png
10,1.3175,0.8652,-1.3575,-1.273,0.5782,0.6487,75.49,49.57,-77.78,-72.94,33.13,37.17,cam3,images/cam3/000010.png
11,0.7915,0.9187,-0.5308,-0.9004,-0.6058,0.1778,45.35,52.64,-30.41,-51.59,-34.71,10.19,cam0,images/cam0/000011.png
11,0.7915,0.9187,-0.5308,-0.9004,-0.6058,0.1778,45.35,52.64,-30.41,-51.59,-34.71,10.19,cam3,images/cam3/000011.png
12,-0.7746,0.1595,0.9831,0.1948,-0.9526,0.1196,-44.38,9.14,56.33,11.16,-54.58,6.85,cam0,images/cam0/000012.png
12,-0.7746,0.1595,0.9831,0.1948,-0.9526,0.1196,-44.38,9.14,56.33,11.16,-54.58,6.85,cam3,images/cam3/000012.png
13,-0.9601,0.684,-0.6917,-0.3281,-0.5016,-0.6381,-55.01,39.19,-39.63,-18.8,-28.74,-36.56,cam0,images/cam0/000013.png
13,-0.9601,0.684,-0.6917,-0.3281,-0.5016,-0.6381,-55.01,39.19,-39.63,-18.8,-28.74,-36.56,cam3,images/cam3/000013.png
14,-0.8435,-0.2545,-0.385,-0.2669,-0.385,-1.201,-48.33,-14.58,-22.06,-15.29,-22.06,-68.81,cam0,images/cam0/000014.png
14,-0.8435,-0.2545,-0.385,-0.2669,-0.385,-1.201,-48.33,-14.58,-22.06,-15.29,-22.06,-68.81,cam3,images/cam3/000014.png
15,-0.7316,-0.8512,0.5536,-0.0644,-0.4203,-0.8927,-41.92,-48.77,31.72,-3.69,-24.08,-51.15,cam0,images/cam0/000015.png
15,-0.7316,-0.8512,0.5536,-0.0644,-0.4203,-0.8927,-41.92,-48.77,31.72,-3.69,-24.08,-51.15,cam3,images/cam3/000015.png
16,-0.9617,0.2852,1.0507,-0.0674,-0.4433,0.7714,-55.1,16.34,60.2,-3.86,-25.4,44.2,cam0,images/cam0/000016.png
16,-0.9617,0.2852,1.0507,-0.0674,-0.4433,0.7714,-55.1,16.34,60.2,-3.86,-25.4,44.2,cam3,images/cam3/000016.png
17,-0.1824,0.4709,0.4356,-0.23,0.0382,1.1058,-10.45,26.98,24.96,-13.18,2.19,63.36,cam0,images/cam0/000017.png
17,-0.1824,0.4709,0.4356,-0.23,0.0382,1.1058,-10.45,26.98,24.96,-13.18,2.19,63.36,cam3,images/cam3/000017.png
18,1.1198,-0.1012,-0.8006,-0.3803,0.5568,0.2269,64.16,-5.8,-45.87,-21.79,31.9,13.0,cam0,images/cam0/000018.png
18,1.1198,-0.1012,-0.8006,-0.3803,0.5568,0.2269,64.16,-5.8,-45.87,-21.79,31.9,13.0,cam3,images/cam3/000018.png
19,1.3114,-0.6903,-1.1688,-0.0305,-0.1977,-1.3528,75.14,-39.55,-66.97,-1.75,-11.33,-77.51,cam0,images/cam0/000019.png
19,1.3114,-0.6903,-1.1688,-0.0305,-0.1977,-1.3528,75.14,-39.55,-66.97,-1.75,-11.33,-77.51,cam3,images/cam3/000019.png
20,0.3941,0.8236,-0.4309,-0.1395,0.5599,-0.6903,22.58,47.19,-24.69,-7.99,32.08,-39.55,cam0,images/cam0/000020.png
20,0.3941,0.8236,-0.4309,-0.1395,0.5599,-0.6903,22.58,47.19,-24.69,-7.99,32.08,-39.55,cam3,images/cam3/000020.png
21,-0.9187,0.5245,-0.273,-0.503,0.4264,0.5997,-52.64,30.05,-15.64,-28.82,24.43,34.36,cam0,images/cam0/000021.png
21,-0.9187,0.5245,-0.273,-0.503,0.4264,0.5997,-52.64,30.05,-15.64,-28.82,24.43,34.36,cam3,images/cam3/000021.png
22,0.3957,0.7624,-0.0859,-0.8988,0.9831,0.1164,22.67,43.68,-4.92,-51.5,56.33,6.67,cam0,images/cam0/000022.png
22,0.3957,0.7624,-0.0859,-0.8988,0.9831,0.1164,22.67,43.68,-4.92,-51.5,56.33,6.67,cam3,images/cam3/000022.png
23,0.2669,0.6657,-0.1702,-0.6151,0.1272,-0.6074,15.29,38.14,-9.75,-35.24,7.29,-34.8,cam0,images/cam0/000023.png
23,0.2669,0.6657,-0.1702,-0.6151,0.1272,-0.6074,15.29,38.14,-9.75,-35.24,7.29,-34.8,cam3,images/cam3/000023.png
24,0.029,0.3819,-0.9341,-0.23,-0.2147,-0.8758,1.66,21.88,-53.52,-13.18,-12.3,-50.18,cam0,images/cam0/000024.png
24,0.029,0.3819,-0.9341,-0.23,-0.2147,-0.8758,1.66,21.88,-53.52,-13.18,-12.3,-50.18,cam3,images/cam3/000024.png
25,-0.4341,-0.6503,-0.1333,-0.8758,0.0168,-1.066,-24.87,-37.26,-7.64,-50.18,0.96,-61.08,cam0,images/cam0/000025.png
25,-0.4341,-0.6503,-0.1333,-0.8758,0.0168,-1.066,-24.87,-37.26,-7.64,-50.18,0.96,-61.08,cam3,images/cam3/000025.png
26,-0.0689,-1.1029,0.931,-0.954,0.7992,-1.3268,-3.95,-63.19,53.34,-54.66,45.79,-76.02,cam0,images/cam0/000026.png
26,-0.0689,-1.1029,0.931,-0.954,0.7992,-1.3268,-3.95,-63.19,53.34,-54.66,45.79,-76.02,cam3,images/cam3/000026.png
27,1.0844,-0.8022,-0.1333,-0.2131,0.233,-0.5231,62.13,-45.96,-7.64,-12.21,13.35,-29.97,cam0,images/cam0/000027.png
27,1.0844,-0.8022,-0.1333,-0.2131,0.233,-0.5231,62.13,-45.96,-7.64,-12.21,13.35,-29.97,cam3,images/cam3/000027.png
28,1.3406,0.1288,-0.3358,-1.264,-0.9386,1.0599,76.81,7.38,-19.24,-72.42,-53.78,60.73,cam0,images/cam0/000028.png
28,1.3406,0.1288,-0.3358,-1.264,-0.9386,1.0599,76.81,7.38,-19.24,-72.42,-53.78,60.73,cam3,images/cam3/000028.png
29,0.7194,0.6548,-0.796,0.385,0.2944,-0.5737,41.22,37.52,-45.61,22.06,16.87,-32.87,cam0,images/cam0/000029.png
29,0.7194,0.6548,-0.796,0.385,0.2944,-0.5737,41.22,37.52,-45.61,22.06,16.87,-32.87,cam3,images/cam3/000029.png
30,-0.4171,0.5199,-0.7102,1.1565,0.3159,-1.0783,-23.9,29.79,-40.69,66.26,18.1,-61.78,cam0,images/cam0/000030.png
30,-0.4171,0.5199,-0.7102,1.1565,0.3159,-1.0783,-23.9,29.79,-40.69,66.26,18.1,-61.78,cam3,images/cam3/000030.png
31,-0.8927,0.1503,-0.9741,0.6212,-1.1304,-0.8283,-51.15,8.61,-55.81,35.59,-64.77,-47.46,cam0,images/cam0/000031.png
31,-0.8927,0.1503,-0.9741,0.6212,-1.1304,-0.8283,-51.15,8.61,-55.81,35.59,-64.77,-47.46,cam3,images/cam3/000031.png
32,-1.0706,-0.4571,0.1855,-0.1058,-0.4662,-0.954,-61.34,-26.19,10.63,-6.06,-26.71,-54.66,cam0,images/cam0/000032.png
32,-1.0706,-0.4571,0.1855,-0.1058,-0.4662,-0.954,-61.34,-26.19,10.63,-6.06,-26.71,-54.66,cam3,images/cam3/000032.png
33,0.3649,-0.0859,0.0782,-0.3204,0.658,-0.1656,20.91,-4.92,4.48,-18.36,37.7,-9.49,cam0,images/cam0/000033.png
33,0.3649,-0.0859,0.0782,-0.3204,0.658,-0.1656,20.91,-4.92,4.48,-18.36,37.7,-9.49,cam3,images/cam3/000033.png
34,0.0873,0.5522,-0.388,-0.5966,1.1887,-0.2484,5.0,31.64,-22.23,-34.18,68.11,-14.23,cam0,images/cam0/000034.png
34,0.0873,0.5522,-0.388,-0.5966,1.1887,-0.2484,5.0,31.64,-22.23,-34.18,68.11,-14.23,cam3,images/cam3/000034.png
35,-1.4066,1.2378,-0.9111,-0.9172,1.2685,-0.9018,-80.59,70.92,-52.2,-52.55,72.68,-51.67,cam0,images/cam0/000035.png
35,-1.4066,1.2378,-0.9111,-0.9172,1.2685,-0.9018,-80.59,70.92,-52.2,-52.55,72.68,-51.67,cam3,images/cam3/000035.png
36,0.2499,0.1963,0.5613,-0.5107,-0.1487,0.1026,14.32,11.25,32.16,-29.26,-8.52,5.88,cam0,images/cam0/000036.png
36,0.2499,0.1963,0.5613,-0.5107,-0.1487,0.1026,14.32,11.25,32.16,-29.26,-8.52,5.88,cam3,images/cam3/000036.png
37,0.3128,-0.503,1.3376,-0.0581,-0.6288,0.3236,17.92,-28.82,76.64,-3.33,-36.03,18.54,cam0,images/cam0/000037.png
37,0.3128,-0.503,1.3376,-0.0581,-0.6288,0.3236,17.92,-28.82,76.64,-3.33,-36.03,18.54,cam3,images/cam3/000037.png
38,0.5475,-0.7285,0.7409,-0.8098,-0.3559,-0.1916,31.37,-41.74,42.45,-46.4,-20.39,-10.98,cam0,images/cam0/000038.png
38,0.5475,-0.7285,0.7409,-0.8098,-0.3559,-0.1916,31.37,-41.74,42.45,-46.4,-20.39,-10.98,cam3,images/cam3/000038.png
39,-0.5123,0.592,-0.2791,0.1257,0.5383,0.8406,-29.35,33.92,-15.99,7.2,30.84,48.16,cam0,images/cam0/000039.png
39,-0.5123,0.592,-0.2791,0.1257,0.5383,0.8406,-29.35,33.92,-15.99,7.2,30.84,48.16,cam3,images/cam3/000039.png
40,-1.0629,0.4924,-0.8098,0.2361,0.4786,0.9187,-60.9,28.21,-46.4,13.53,27.42,52.64,cam0,images/cam0/000040.png
40,-1.0629,0.4924,-0.8098,0.2361,0.4786,0.9187,-60.9,28.21,-46.4,13.53,27.42,52.64,cam3,images/cam3/000040.png
41,-0.632,-1.1734,-0.8943,-0.8406,-0.5644,-0.1318,-36.21,-67.23,-51.24,-48.16,-32.34,-7.55,cam0,images/cam0/000041.png
41,-0.632,-1.1734,-0.8943,-0.8406,-0.5644,-0.1318,-36.21,-67.23,-51.24,-48.16,-32.34,-7.55,cam3,images/cam3/000041.png
42,0.0244,-0.0152,-0.9893,-0.6397,-0.3834,-0.3988,1.4,-0.87,-56.68,-36.65,-21.97,-22.85,cam0,images/cam0/000042.png
42,0.0244,-0.0152,-0.9893,-0.6397,-0.3834,-0.3988,1.4,-0.87,-56.68,-36.65,-21.97,-22.85,cam3,images/cam3/000042.png
43,-0.6028,-0.9463,0.5767,-0.6718,-0.8268,0.6472,-34.54,-54.22,33.04,-38.49,-47.37,37.08,cam0,images/cam0/000043.png
43,-0.6028,-0.9463,0.5767,-0.6718,-0.8268,0.6472,-34.54,-54.22,33.04,-38.49,-47.37,37.08,cam3,images/cam3/000043.png
44,0.4294,-1.1413,0.075,0.9908,-0.7423,1.1657,24.6,-65.39,4.3,56.77,-42.53,66.79,cam0,images/cam0/000044.png
44,0.4294,-1.1413,0.075,0.9908,-0.7423,1.1657,24.6,-65.39,4.3,56.77,-42.53,66.79,cam3,images/cam3/000044.png
45,0.9831,-0.428,-0.592,1.0324,0.6964,1.2147,56.33,-24.52,-33.92,59.15,39.9,69.6,cam0,images/cam0/000045.png
45,0.9831,-0.428,-0.592,1.0324,0.6964,1.2147,56.33,-24.52,-33.92,59.15,39.9,69.6,cam3,images/cam3/000045.png
46,1.2579,-0.4892,-0.7592,0.0229,0.0061,0.052,72.07,-28.03,-43.5,1.31,0.35,2.98,cam0,images/cam0/000046.png
46,1.2579,-0.4892,-0.7592,0.0229,0.0061,0.052,72.07,-28.03,-43.5,1.31,0.35,2.98,cam3,images/cam3/000046.png
47,1.1964,-0.8283,-0.7131,-0.9386,-1.3008,-1.2378,68.55,-47.46,-40.86,-53.78,-74.53,-70.92,cam0,images/cam0/000047.png
47,1.1964,-0.8283,-0.7131,-0.9386,-1.3008,-1.2378,68.55,-47.46,-40.86,-53.78,-74.53,-70.92,cam3,images/cam3/000047.png
48,-0.4693,-0.9341,-0.6763,0.0904,-1.3284,-0.8713,-26.89,-53.52,-38.75,5.18,-76.11,-49.92,cam0,images/cam0/000048.png
48,-0.4693,-0.9341,-0.6763,0.0904,-1.3284,-0.8713,-26.89,-53.52,-38.75,5.18,-76.11,-49.92,cam3,images/cam3/000048.png
49,-0.3636,0.0168,0.4662,-0.5828,-0.9969,-0.0045,-20.83,0.96,26.71,-33.39,-57.12,-0.26,cam0,images/cam0/000049.png
49,-0.3636,0.0168,0.4662,-0.5828,-0.9969,-0.0045,-20.83,0.96,26.71,-33.39,-57.12,-0.26,cam3,images/cam3/000049.png
50,-0.6887,0.8467,-0.1595,-0.8774,-0.8575,0.7454,-39.46,48.51,-9.14,-50.27,-49.13,42.71,cam0,images/cam0/000050.png
50,-0.6887,0.8467,-0.1595,-0.8774,-0.8575,0.7454,-39.46,48.51,-9.14,-50.27,-49.13,42.71,cam3,images/cam3/000050.png
51,-0.6411,0.7547,-0.3957,-0.7714,-0.3941,1.1641,-36.73,43.24,-22.67,-44.2,-22.58,66.7,cam0,images/cam0/000051.png
51,-0.6411,0.7547,-0.3957,-0.7714,-0.3941,1.1641,-36.73,43.24,-22.67,-44.2,-22.58,66.7,cam3,images/cam3/000051.png
52,0.6196,0.2576,0.6472,-0.6013,0.566,0.9235,35.5,14.76,37.08,-34.45,32.43,52.91,cam0,images/cam0/000052.png
52,0.6196,0.2576,0.6472,-0.6013,0.566,0.9235,35.5,14.76,37.08,-34.45,32.43,52.91,cam3,images/cam3/000052.png
53,0.5599,0.322,0.207,-0.5674,0.1134,-0.1824,32.08,18.45,11.86,-32.51,6.5,-10.45,cam0,images/cam0/000053.png
53,0.5599,0.322,0.207,-0.5674,0.1134,-0.1824,32.08,18.45,11.86,-32.51,6.5,-10.45,cam3,images/cam3/000053.png
54,0.543,-0.5966,-0.5613,-1.0016,-1.0276,-0.8297,31.11,-34.18,-32.16,-57.39,-58.88,-47.54,cam0,images/cam0/000054.png
54,0.543,-0.5966,-0.5613,-1.0016,-1.0276,-0.8297,31.11,-34.18,-32.16,-57.39,-58.88,-47.54,cam3,images/cam3/000054.png
55,0.9741,-0.9463,-1.0798,-1.0032,-1.3528,-0.5091,55.81,-54.22,-61.87,-57.48,-77.51,-29.17,cam0,images/cam0/000055.png
55,0.9741,-0.9463,-1.0798,-1.0032,-1.3528,-0.5091,55.81,-54.22,-61.87,-57.48,-77.51,-29.17,cam3,images/cam3/000055.png
56,-0.049,-0.8789,-0.3803,-0.836,-1.3069,1.1718,-2.81,-50.36,-21.79,-47.9,-74.88,67.14,cam0,images/cam0/000056.png
56,-0.049,-0.8789,-0.3803,-0.836,-1.3069,1.1718,-2.81,-50.36,-21.79,-47.9,-74.88,67.14,cam3,images/cam3/000056.png
57,-0.7346,-0.207,-0.362,-0.747,-0.0536,1.4818,-42.09,-11.86,-20.74,-42.8,-3.07,84.9,cam0,images/cam0/000057.png
57,-0.7346,-0.207,-0.362,-0.747,-0.0536,1.4818,-42.09,-11.86,-20.74,-42.8,-3.07,84.9,cam3,images/cam3/000057.png
58,-1.287,0.5016,-0.4847,-0.6826,1.3162,1.405,-73.74,28.74,-27.77,-39.11,75.41,80.5,cam0,images/cam0/000058.png
58,-1.287,0.5016,-0.4847,-0.6826,1.3162,1.405,-73.74,28.74,-27.77,-39.11,75.41,80.5,cam3,images/cam3/000058.png
59,-0.8789,-0.6074,-0.1103,-0.7378,-0.3435,1.1872,-50.36,-34.8,-6.32,-42.27,-19.68,68.02,cam0,images/cam0/000059.png
59,-0.8789,-0.6074,-0.1103,-0.7378,-0.3435,1.1872,-50.36,-34.8,-6.32,-42.27,-19.68,68.02,cam3,images/cam3/000059.png
60,-0.1733,-1.0123,-0.1548,-0.707,-0.4847,0.2684,-9.93,-58.0,-8.87,-40.51,-27.77,15.38,cam0,images/cam0/000060.png
60,-0.1733,-1.0123,-0.1548,-0.707,-0.4847,0.2684,-9.93,-58.0,-8.87,-40.51,-27.77,15.38,cam3,images/cam3/000060.png
61,0.1747,-0.3098,-0.1948,-0.7976,0.0061,-0.4232,10.01,-17.75,-11.16,-45.7,0.35,-24.25,cam0,images/cam0/000061.png
61,0.1747,-0.3098,-0.1948,-0.7976,0.0061,-0.4232,10.01,-17.75,-11.16,-45.7,0.35,-24.25,cam3,images/cam3/000061.png
62,-0.9004,1.3851,0.5705,-1.3758,-1.0369,0.7179,-51.59,79.36,32.69,-78.83,-59.41,41.13,cam0,images/cam0/000062.png
62,-0.9004,1.3851,0.5705,-1.3758,-1.0369,0.7179,-51.59,79.36,32.69,-78.83,-59.41,41.13,cam3,images/cam3/000062.png
63,-0.437,0.4171,0.8467,-1.3422,0.5123,0.1532,-25.04,23.9,48.51,-76.9,29.35,8.78,cam0,images/cam0/000063.png
63,-0.437,0.4171,0.8467,-1.3422,0.5123,0.1532,-25.04,23.9,48.51,-76.9,29.35,8.78,cam3,images/cam3/000063.png
64,0.0965,0.362,0.5369,-0.543,1.1182,0.1747,5.53,20.74,30.76,-31.11,64.07,10.01,cam0,images/cam0/000064.png
64,0.0965,0.362,0.5369,-0.543,1.1182,0.1747,5.53,20.74,30.76,-31.11,64.07,10.01,cam3,images/cam3/000064.png
65,0.569,0.9495,-0.0183,0.1426,0.2822,0.2086,32.6,54.4,-1.05,8.17,16.17,11.95,cam0,images/cam0/000065.png
65,0.569,0.9495,-0.0183,0.1426,0.2822,0.2086,32.6,54.4,-1.05,8.17,16.17,11.95,cam3,images/cam3/000065.png
66,0.8697,0.5843,0.181,-1.1673,-1.3943,-1.1872,49.83,33.48,10.37,-66.88,-79.89,-68.02,cam0,images/cam0/000066.png
66,0.8697,0.5843,0.181,-1.1673,-1.3943,-1.1872,49.83,33.48,10.37,-66.88,-79.89,-68.02,cam3,images/cam3/000066.png
67,-0.3204,-0.1395,0.4203,-1.2147,-0.5583,0.3543,-18.36,-7.99,24.08,-69.6,-31.99,20.3,cam0,images/cam0/000067.png
67,-0.3204,-0.1395,0.4203,-1.2147,-0.5583,0.3543,-18.36,-7.99,24.08,-69.6,-31.99,20.3,cam3,images/cam3/000067.png
68,-0.0429,-0.2822,0.1717,-0.6472,-0.6519,0.6702,-2.46,-16.17,9.84,-37.08,-37.35,38.4,cam0,images/cam0/000068.png
68,-0.0429,-0.2822,0.1717,-0.6472,-0.6519,0.6702,-2.46,-16.17,9.84,-37.08,-37.35,38.4,cam3,images/cam3/000068.png
69,1.0353,-0.0276,-0.0721,-0.0475,-1.3682,0.0367,59.32,-1.58,-4.13,-2.72,-78.39,2.1,cam0,images/cam0/000069.png
69,1.0353,-0.0276,-0.0721,-0.0475,-1.3682,0.0367,59.32,-1.58,-4.13,-2.72,-78.39,2.1,cam3,images/cam3/000069.png
70,-0.1272,-0.2086,1.2854,-1.2579,-1.083,-0.0888,-7.29,-11.95,73.65,-72.07,-62.05,-5.09,cam0,images/cam0/000070.png
70,-0.1272,-0.2086,1.2854,-1.2579,-1.083,-0.0888,-7.29,-11.95,73.65,-72.07,-62.05,-5.09,cam3,images/cam3/000070.png
71,0.5644,-0.0949,0.2883,-0.8681,0.5828,-0.0812,32.34,-5.44,16.52,-49.74,33.39,-4.65,cam0,images/cam0/000071.png
71,0.5644,-0.0949,0.2883,-0.8681,0.5828,-0.0812,32.34,-5.44,16.52,-49.74,33.39,-4.65,cam3,images/cam3/000071.png
72,-0.4892,0.8221,-0.3098,-0.299,0.3726,1.1826,-28.03,47.1,-17.75,-17.13,21.35,67.76,cam0,images/cam0/000072.png
72,-0.4892,0.8221,-0.3098,-0.299,0.3726,1.1826,-28.03,47.1,-17.75,-17.13,21.35,67.76,cam3,images/cam3/000072.png
73,0.8988,0.6166,-0.4463,-0.184,0.0766,1.0907,51.5,35.33,-25.57,-10.54,4.39,62.49,cam0,images/cam0/000073.png
73,0.8988,0.6166,-0.4463,-0.184,0.0766,1.0907,51.5,35.33,-25.57,-10.54,4.39,62.49,cam3,images/cam3/000073.png
74,0.3742,-0.3451,-0.3711,0.1887,-0.181,-0.1089,21.44,-19.77,-21.26,10.81,-10.37,-6.24,cam0,images/cam0/000074.png
74,0.3742,-0.3451,-0.3711,0.1887,-0.181,-0.1089,21.44,-19.77,-21.26,10.81,-10.37,-6.24,cam3,images/cam3/000074.png
75,-0.3988,-0.905,-0.2714,0.2822,-0.4648,-1.3345,-22.85,-51.85,-15.55,16.17,-26.63,-76.46,cam0,images/cam0/000075.png
75,-0.3988,-0.905,-0.2714,0.2822,-0.4648,-1.3345,-22.85,-51.85,-15.55,16.17,-26.63,-76.46,cam3,images/cam3/000075.png
76,1.0523,0.796,-0.4049,-0.928,-0.8652,-1.3758,60.29,45.61,-23.2,-53.17,-49.57,-78.83,cam0,images/cam0/000076.png
76,1.0523,0.796,-0.4049,-0.928,-0.8652,-1.3758,60.29,45.61,-23.2,-53.17,-49.57,-78.83,cam3,images/cam3/000076.png
77,0.1426,-0.0429,-0.3143,-1.2516,-0.319,-0.4156,8.17,-2.46,-18.01,-71.71,-18.28,-23.81,cam0,images/cam0/000077.png
77,0.1426,-0.0429,-0.3143,-1.2516,-0.319,-0.4156,8.17,-2.46,-18.01,-71.71,-18.28,-23.81,cam3,images/cam3/000077.png
78,-1.0462,-0.7746,-0.2576,-0.8835,0.1119,0.2976,-59.94,-44.38,-14.76,-50.62,6.41,17.05,cam0,images/cam0/000078.png
78,-1.0462,-0.7746,-0.2576,-0.8835,0.1119,0.2976,-59.94,-44.38,-14.76,-50.62,6.41,17.05,cam3,images/cam3/000078.png
79,-0.9955,0.635,-0.4953,0.5568,-0.411,-0.3588,-57.04,36.38,-28.38,31.9,-23.55,-20.56,cam0,images/cam0/000079.png
79,-0.9955,0.635,-0.4953,0.5568,-0.411,-0.3588,-57.04,36.38,-28.38,31.9,-23.55,-20.56,cam3,images/cam3/000079.png
80,0.635,0.0199,-0.75,-0.6779,0.2545,-0.322,36.38,1.14,-42.97,-38.84,14.58,-18.45,cam0,images/cam0/000080.png
80,0.635,0.0199,-0.75,-0.6779,0.2545,-0.322,36.38,1.14,-42.97,-38.84,14.58,-18.45,cam3,images/cam3/000080.png
81,1.428,-0.2499,-0.7041,-0.773,0.6135,1.3162,81.82,-14.32,-40.34,-44.29,35.15,75.41,cam0,images/cam0/000081.png
81,1.428,-0.2499,-0.7041,-0.773,0.6135,1.3162,81.82,-14.32,-40.34,-44.29,35.15,75.41,cam3,images/cam3/000081.png
82,1.4235,0.2147,0.796,0.052,-0.5859,0.8636,81.56,12.3,45.61,2.98,-33.57,49.48,cam0,images/cam0/000082.png
82,1.4235,0.2147,0.796,0.052,-0.5859,0.8636,81.56,12.3,45.61,2.98,-33.57,49.48,cam3,images/cam3/000082.png
83,-0.233,0.1641,0.4463,0.5199,0.6135,0.0321,-13.35,9.4,25.57,29.79,35.15,1.84,cam0,images/cam0/000083.png
83,-0.233,0.1641,0.4463,0.5199,0.6135,0.0321,-13.35,9.4,25.57,29.79,35.15,1.84,cam3,images/cam3/000083.png
84,-0.9924,0.1272,0.2531,0.5721,1.1734,-0.5414,-56.86,7.29,14.5,32.78,67.23,-31.02,cam0,images/cam0/000084.png
84,-0.9924,0.1272,0.2531,0.5721,1.1734,-0.5414,-56.86,7.29,14.5,32.78,67.23,-31.02,cam3,images/cam3/000084.png
85,0.6903,0.1426,0.4447,-0.4939,0.1073,-0.5184,39.55,8.17,25.48,-28.3,6.15,-29.7,cam0,images/cam0/000085.png
85,0.6903,0.1426,0.4447,-0.4939,0.1073,-0.5184,39.55,8.17,25.48,-28.3,6.15,-29.7,cam3,images/cam3/000085.png
86,1.3038,0.7608,-0.7563,-0.5997,0.2101,-0.4264,74.7,43.59,-43.33,-34.36,12.04,-24.43,cam0,images/cam0/000086.png
86,1.3038,0.7608,-0.7563,-0.5997,0.2101,-0.4264,74.7,43.59,-43.33,-34.36,12.04,-24.43,cam3,images/cam3/000086.png
87,0.9018,0.3512,-0.747,1.0016,0.928,-1.0215,51.67,20.12,-42.8,57.39,53.17,-58.53,cam0,images/cam0/000087.png
87,0.9018,0.3512,-0.747,1.0016,0.928,-1.0215,51.67,20.12,-42.8,57.39,53.17,-58.53,cam3,images/cam3/000087.png
88,0.2822,-0.7194,-0.5414,0.839,1.2425,0.635,16.17,-41.22,-31.02,48.07,71.19,36.38,cam0,images/cam0/000088.png
88,0.2822,-0.7194,-0.5414,0.839,1.2425,0.635,16.17,-41.22,-31.02,48.07,71.19,36.38,cam3,images/cam3/000088.png
89,0.3665,-0.3067,-0.0382,1.0645,1.2854,-0.0597,21.0,-17.57,-2.19,60.99,73.65,-3.42,cam0,images/cam0/000089.png
89,0.3665,-0.3067,-0.0382,1.0645,1.2854,-0.0597,21.0,-17.57,-2.19,60.99,73.65,-3.42,cam3,images/cam3/000089.png
